ProblemName,Permutation,T_nlp-bb-no-conflicts,T_nlp-bb-no-nlconflicts,T_nlp-bb-no-verifyproof,N_nlp-bb-no-conflicts,N_nlp-bb-no-nlconflicts,N_nlp-bb-no-verifyproof,DI_nlp-bb-no-conflicts,DI_nlp-bb-no-nlconflicts,DI_nlp-bb-no-verifyproof,TQ+1_nlp-bb-no-conflicts,TQ+1_nlp-bb-no-nlconflicts,TQ+1_nlp-bb-no-verifyproof,NQ+100_nlp-bb-no-conflicts,NQ+100_nlp-bb-no-nlconflicts,NQ+100_nlp-bb-no-verifyproof,DIQ_nlp-bb-no-conflicts,DIQ_nlp-bb-no-nlconflicts,DIQ_nlp-bb-no-verifyproof
du-opt5,0,99.77,99.79,99.63,823,823,823,3126.56,3126.34,3121.59,1,1.00019847176739,0.998610697628262,1,1,1,1,0.999929635126145,0.998410393531549
du-opt5,1,99.51,99.51,100.82,823,823,823,3118.03,3116.57,3156.75,1,1,1.01303352900209,1,1,1,1,0.999531755627752,1.01241809732427
du-opt5,2,100.47,99.51,100.29,823,823,823,3148,3118.89,3141.04,1,0.990539075588844,0.998226076672908,1,1,1,1,0.990752858958068,0.997789072426938
edgecross10-060,0,7200,7200,7200,299495,299806,300277,633574.64,633585.05,633391.66,1,1,1,1,1.00103806805855,1.00261019042374,1,1.00001643058188,0.999711194248558
edgecross10-060,1,7200,7200,7200,297868,295279,294908,633665.36,634437.81,634491.8,1,1,1,1,0.991311147505772,0.99006604736079,1,1.00121901882091,1.00130422152159
edgecross10-060,2,7200,7200,7200,290894,289069,290141,640189.8,640676.65,640358.99,1,1,1,1,0.993728393025286,0.997412317779748,1,1.00076047759586,1.00026428099917
edgecross10-080,0,7200,7200,7200,962,871,966,537874.64,537874.39,537874.39,1,1,1,1,0.914312617702448,1.00376647834275,1,0.999999535207683,0.999999535207683
edgecross10-080,1,7200,7200,7200,1092,1133,1008,537874.39,537874.64,537874.55,1,1,1,1,1.03439597315436,0.929530201342282,1,1.00000046479253,1.00000029746722
edgecross10-080,2,7200,7200,7200,911,883,1063,537874.39,537874.39,537874.74,1,1,1,1,0.972304648862512,1.15034619188922,1,1,1.00000065070955
edgecross14-039,0,7200,7200,7200,49011,44485,48596,720000,720002,720000,1,1,1,1,0.907841420455702,0.991549754637454,1,1.00000277777778,1
edgecross14-039,1,7200,7200,7200,48642,48814,48558,720000,720000,720000,1,1,1,1,1.00352878421074,0.998276640269172,1,1,1
edgecross14-039,2,7200,7200,7200,48992,48849,48870,720000,720000,720000,1,1,1,1,0.997087101768109,0.997514870039925,1,1,1
edgecross14-078,0,7200,7200,7200,38822,38856,38984,557153.36,557167.19,557126.76,1,1,1,1,1.00087354195571,1.00416217049484,1,1.00002482260899,0.999952257310267
edgecross14-078,1,7200,7200,7200,38723,38956,39238,555877.69,555889.06,555836.73,1,1,1,1,1.00600159699147,1.01326533240605,1,1.00002045413983,0.999926314725817
edgecross14-078,2,7200,7200,7200,38414,38478,38427,556019.64,556004.16,556020.76,1,1,1,1,1.00166173339565,1.00033753959599,1,0.99997215925682,1.00000201431734
edgecross14-156,0,7200,7200,7200,31470,31318,31398,293837.32,293851.38,293823.71,1,1,1,1,0.995185302502376,0.997719353816915,1,1.00004784960603,0.999953681853619
edgecross14-156,1,7200,7200,7200,27204,26333,27271,297440.96,297411.97,297437.98,1,1,1,1,0.968099912100791,1.00245385291532,1,0.999902535279606,0.999989981205009
edgecross14-156,2,7200,7200,7200,35714,35921,35645,303537.78,303584.47,303612.61,1,1,1,1,1.00577986262356,0.998073379125482,1,1.00015381940265,1.00024652614907
eg_all_s,0,7200,7200,7200,21,21,20,720102,720068,720074,1,1,1,1,1,0.991735537190083,1,0.999952784466645,0.99996111661959
eg_all_s,1,7200,7200,7200,12,12,12,733070,733057,730629,1,1,1,1,1,1,1,0.999982266359284,0.996670167923936
eg_disc2_s,0,7200,7200,7200,16,16,16,722159,721491,720668,1,1,1,1,1,1,1,0.999074995949645,0.99793535772593
eg_disc2_s,1,7200,7200,7200,14,14,14,720204,720057,720108,1,1,1,1,1,1,1,0.99979589116417,0.999866704433744
eg_disc2_s,2,7200,7200,7200,16,16,16,721429,720256,720250,1,1,1,1,1,1,1,0.998374060371845,0.998365743545103
eg_disc_s,0,7200,7200,7200,6,6,6,720236,721848,731483,1,1,1,1,1,1,1,1.00223815527133,1.01561571484902
eg_disc_s,1,7200,7200,7200,6,6,6,721545,720754,729303,1,1,1,1,1,1,1,0.998903741277398,1.01075192815417
eg_disc_s,2,7200,7200,7200,6,6,6,727050,728402,727804,1,1,1,1,1,1,1,1.00185956949316,1.00103706760195
eg_int_s,0,7200,7200,7200,10,10,11,720169,720130,720160,1,1,1,1,1,1.00909090909091,1,0.99994584604447,0.999987502933339
eg_int_s,1,7200,7200,7200,9,9,9,720099,720153,720200,1,1,1,1,1,1,1,1.00007498968892,1.00014025849224
eg_int_s,2,7200,7200,7200,8,8,8,720116,720162,720149,1,1,1,1,1,1,1,1.00006387859734,1.00004582595026
elf,0,10.69,10.69,15.24,313,313,313,819.73,822.77,1098.53,1,1,1.38922155688623,1,1,1,1,1.0037085381772,1.34011198809364
elf,1,10.1,10.11,9.94,295,295,279,691.31,690.42,635.02,1,1.0009009009009,0.985585585585586,1,1,0.959493670886076,1,0.998712589142353,0.918574879576456
elf,2,11.18,11.11,11.47,297,297,297,957.48,951.25,1005,1,0.994252873563218,1.02380952380952,1,1,1,1,0.99349333667544,1.04963027948364
eniplac,0,7200,7200,7200,1852,1851,3884,254289.98,254311.49,265729.69,1,1,1,1,0.999487704918033,2.04098360655738,1,1.00008458846865,1.04498686892814
eniplac,1,7200,7200,7200,2039,2036,3719,247420.08,247443.25,265740.51,1,1,1,1,0.99859747545582,1.78541374474053,1,1.00009364640089,1.07404584947188
eniplac,2,7200,7200,7200,1517,1513,3451,259857.93,259896.32,265774.05,1,1,1,1,0.997526283240569,2.19604205318491,1,1.00014773457173,1.02276674796878
enpro48pb,0,484.53,484.76,485.6,1669,1669,1669,765.09,765.67,767.1,1,1.00047370914259,1.00220377731551,1,1,1,1,1.00075808074867,1.00262714190487
enpro48pb,1,771.16,772.69,772.17,1914,1914,1914,806.13,807.04,806.92,1,1.0019814546208,1.00130801906341,1,1,1,1,1.00112885018545,1.00097999082034
enpro48pb,2,682.18,678.04,679.93,1549,1549,1549,770.87,767.87,771.04,1,0.99394010363301,0.996706578061419,1,1,1,1,0.996108293227133,1.00022053005046
enpro56pb,0,7200,7200,7200,46561,46550,30564,20775.02,20825.73,19340.87,1,1,1,1,0.999764257088361,0.657165512955145,1,1.00244091221091,0.930967575482478
enpro56pb,1,7200,7200,7200,61243,54687,25691,23254.96,23379.63,16311.99,1,1,1,1,0.893125539996414,0.420439169913438,1,1.00536100685617,0.701441326925525
enpro56pb,2,7200,7200,7200,52369,52337,22774,19645.12,19686.99,17407.97,1,1,1,1,0.999390116068536,0.43595265775982,1,1.00213131810852,0.886121846036064
ethanolh,0,7200,7200,7200,26262,25606,19123,556769.72,556769.72,556769.72,1,1,1,1,0.975115696836355,0.72919353615052,1,1,1
ethanolh,1,7200,7200,7200,33196,31519,24856,556769.72,556769.72,556769.72,1,1,1,1,0.949633589620375,0.749519461797213,1,1,1
ethanolh,2,7200,7200,7200,32344,32768,26306,555059.16,555060.55,554982.13,1,1,1,1,1.01306867217359,0.813894710886451,1,1.00000250423757,0.999861222000192
ethanolm,0,7200,7200,7200,66206,60286,33047,556769.5,556769.5,556769.72,1,1,1,1,0.910716978855609,0.499909510451543,1,1,1.00000039513659
ethanolm,1,7200,7200,7200,62423,58779,30331,556769.72,556769.5,556769.5,1,1,1,1,0.941717447979144,0.486716888185148,1,0.999999604863569,0.999999604863569
ethanolm,2,7200,7200,7200,59038,50123,30891,556769.5,556769.5,556769.5,1,1,1,1,0.849250904663668,0.524045453008218,1,1,1
ex1221,0,0.5,0.5,0.5,1,1,1,0.42,0.42,0.42,1,1,1,1,1,1,1,1,1
ex1221,1,0.5,0.5,0.5,1,1,1,1.42,0.42,0.42,1,1,1,1,1,1,1,0.295774647887324,0.295774647887324
ex1221,2,0.5,0.5,0.5,1,1,1,0.42,0.84,0.42,1,1,1,1,1,1,1,2,1
ex1222,0,0.5,0.5,0.5,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0
ex1222,1,0.5,0.5,0.5,1,1,1,0,1,0,1,1,1,1,1,1,0,inf,0
ex1222,2,0.5,0.5,0.5,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0
ex1223,0,0.5,0.5,0.5,5,5,5,3.23,3.34,2.86,1,1,1,1,1,1,1,1.03405572755418,0.885448916408669
ex1223,1,0.5,0.5,0.5,5,5,5,3.11,2.99,3.11,1,1,1,1,1,1,1,0.961414790996785,1
ex1223,2,0.5,0.5,0.5,5,5,5,3.11,3.11,3.14,1,1,1,1,1,1,1,1,1.0096463022508
ex1223a,0,0.5,0.5,0.5,3,3,3,2.1,3.1,1.1,1,1,1,1,1,1,1,1.47619047619048,0.523809523809524
ex1223a,1,0.5,0.5,0.5,3,3,3,2.12,2.12,2.12,1,1,1,1,1,1,1,1,1
ex1223a,2,0.5,0.5,0.5,3,3,5,1.12,1.12,2.24,1,1,1,1,1,1.01941747572816,1,1,2
ex1223b,0,0.5,0.5,0.5,5,5,5,2.93,3.86,2.97,1,1,1,1,1,1,1,1.31740614334471,1.01365187713311
ex1223b,1,0.5,0.5,0.5,5,5,5,2.97,3.37,2.86,1,1,1,1,1,1,1,1.13468013468013,0.962962962962963
ex1223b,2,0.5,0.5,0.5,5,5,5,3.11,3.27,3.27,1,1,1,1,1,1,1,1.05144694533762,1.05144694533762
ex1224,0,0.5,0.5,0.5,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0
ex1224,1,0.5,0.5,0.5,1,1,1,0,0,1,1,1,1,1,1,1,0,0,inf
ex1224,2,0.5,0.5,0.5,1,1,1,0,1,0,1,1,1,1,1,1,0,inf,0
ex1226,0,0.5,0.5,0.5,7,7,7,1.32,1.32,1.04,1,1,1,1,1,1,1,1,0.787878787878788
ex1226,1,0.5,0.5,0.5,7,7,7,1.04,2.04,0.38,1,1,1,1,1,1,1,1.96153846153846,0.365384615384615
ex1226,2,0.5,0.5,0.5,7,7,7,1.04,1.32,1.04,1,1,1,1,1,1,1,1.26923076923077,1
ex1233,0,7200,7200,7200,23719,16700,12137,542800.68,542798.14,517150.82,1,1,1,1,0.705319282925396,0.51374952768798,1,0.999995320565921,0.952745342912982
ex1233,1,7200,7200,7200,61238,61226,54957,592276.65,592276.36,592276.41,1,1,1,1,0.999804362711533,0.897600182594803,1,0.999999510363949,0.999999594783958
ex1233,2,7200,7200,7200,52200,52745,51485,592274.87,592274.68,592274.77,1,1,1,1,1.0104206500956,0.986328871892925,1,0.999999679203003,0.999999831159475
ex1243,0,2539.23,2538.66,2531.89,13455,13455,13455,2837.87,2829.94,2817.85,1,0.999775610869882,0.997110497868303,1,1,1,1,0.997205650716911,0.992945413285316
ex1243,1,2601.38,2605.49,2598.5,13701,13701,13701,2572.12,2566.25,2558.03,1,1.0015793235423,0.998893320729486,1,1,1,1,0.997717835870799,0.99452202852122
ex1243,2,2848.05,2846.21,2858.07,15557,15557,15557,2997.03,2997.29,3019.11,1,0.999354170688475,1.00351696179428,1,1,1,1,1.00008675255169,1.00736729362068
ex1244,0,7200,7200,7200,83979,68894,79174,141325.79,114007.25,113738.53,1,1,1,1,0.820585401824475,0.942851365977236,1,0.806698126364622,0.804796704125977
ex1244,1,7200,7200,7200,70771,78680,79499,154428.16,116096.76,116277.23,1,1,1,1,1.11159712717473,1.12315333493248,1,0.751784907623066,0.752953541633857
ex1244,2,7200,7200,7200,78798,77389,67039,142109.57,113252.44,112816.42,1,1,1,1,0.982141499150802,0.850959466653147,1,0.796937461706485,0.793869265806659
ex1252,0,1585.8,1585.16,1657.35,4553,4553,4551,126373.01,126326.33,129475.85,1,0.999596672548526,1.04509074867658,1,1,0.999570169782936,1,0.999630617328811,1.02455302758081
ex1252,1,1501.79,1506.55,7200,4771,4771,5611,117085.8,117437.14,484150.97,1,1.00316744189142,4.79175400421882,1,1,1.17244918907822,1,1.00300070546556,4.13501013786471
ex1252,2,1722.12,1719.84,1719.23,4587,4587,4589,140766.67,140610.58,142079.31,1,0.998676818793816,0.998322809786898,1,1,1.00042671218263,1,0.998891143762937,1.0093249346596
ex1252a,0,7200,7200,7200,4242,4248,4151,487532.04,487459.6,487510.02,1,1,1,1,1.00138185168125,0.979041916167665,1,0.999851414893675,0.999954833737696
ex1252a,1,7200,7200,7200,6137,6138,4378,358508.4,358257.56,405234.84,1,1,1,1,1.00016033349367,0.717973384640051,1,0.999300323228131,1.13033569087921
ex1252a,2,7200,7200,7200,4286,4281,4376,417673.95,417942.83,421966.41,1,1,1,1,0.998860009119927,1.02051983584131,1,1.00064375573339,1.01027705941441
ex1263,0,347.91,61.27,44.38,16659,3305,2521,536.05,95.33,70.65,1,0.178470092574016,0.130062193688917,1,0.203174413747837,0.156393579569187,1,0.177837888256692,0.131797406958306
ex1263,1,309.16,51.72,45.6,15497,3248,2439,476.51,82.87,73.28,1,0.169976786174877,0.150245034820738,1,0.21465666474322,0.162787715586331,1,0.17391030618455,0.153784810392227
ex1263,2,336.46,50.32,51.65,16981,3130,3043,518.07,79.74,82.76,1,0.152077283233568,0.156018491080424,1,0.189098998887653,0.184005620279843,1,0.153917424286293,0.159746752369371
ex1263a,0,48.94,22.4,19.4,2195,1379,1155,76.64,36.14,30.56,1,0.468562274729676,0.408490188225871,1,0.644444444444444,0.546840958605664,1,0.471555323590814,0.39874739039666
ex1263a,1,48.6,28.47,10.76,2281,1513,561,75.26,44.44,18.32,1,0.594153225806452,0.237096774193548,1,0.677446451070979,0.277614447711046,1,0.590486314111081,0.243422800956683
ex1263a,2,49.06,23.89,11.03,2211,1372,508,76.81,38.42,18.62,1,0.497203355972833,0.240311626048741,1,0.636953699697101,0.26308957161402,1,0.500195287071996,0.242416352037495
ex1264,0,101.54,6.39,6.38,8265,607,607,356.38,24.65,24.62,1,0.0720694363175346,0.0719719133996489,1,0.0845188284518828,0.0845188284518828,1,0.0691677422975476,0.0690835624894775
ex1264,1,100.75,4.36,4.41,8697,326,326,352.44,17.57,17.74,1,0.0526781326781327,0.0531695331695332,1,0.0484255996362396,0.0484255996362396,1,0.0498524571558279,0.0503348087617751
ex1264,2,102.75,6.94,6.93,7487,656,656,360.01,26.57,25.84,1,0.0765301204819277,0.0764337349397591,1,0.099644128113879,0.099644128113879,1,0.0738035054581817,0.0717757840059998
ex1264a,0,188.44,92.27,24.75,7643,3772,1142,658.03,323.13,87,1,0.492345861486487,0.135926942567568,1,0.500064574454346,0.160402944595118,1,0.491056638755072,0.132212817044816
ex1264a,1,188.06,99.59,69.08,7553,3868,2777,657.37,214.26,215.05,1,0.53205331640749,0.370675975880673,1,0.518489481249183,0.37593100744806,1,0.325935165888312,0.32713692441091
ex1264a,2,189.34,106.01,27.58,7665,4079,1192,661.07,371.47,97.6,1,0.562204476200483,0.15015235893664,1,0.538184159690921,0.166387636831938,1,0.561922338027743,0.147639433040374
ex1265,0,0.5,0.5,0.5,1,1,1,8.99,9.77,10.54,1,1,1,1,1,1,1,1.08676307007786,1.17241379310345
ex1265,1,0.5,0.5,0.5,1,1,1,8.21,8.99,8.21,1,1,1,1,1,1,1,1.09500609013398,1
ex1265,2,0.5,0.5,0.5,1,1,1,8.77,8.21,8.21,1,1,1,1,1,1,1,0.936145952109464,0.936145952109464
ex1265a,0,0.5,0.5,0.5,1,1,1,5.44,5.44,4.66,1,1,1,1,1,1,1,1,0.856617647058823
ex1265a,1,0.5,0.5,0.5,1,1,1,4.66,4.66,5.66,1,1,1,1,1,1,1,1,1.21459227467811
ex1265a,2,0.5,0.5,0.5,1,1,1,5.44,5.44,5.66,1,1,1,1,1,1,1,1,1.04044117647059
ex1266,0,0.5,0.5,0.5,1,1,1,10.73,10.59,11.59,1,1,1,1,1,1,1,0.98695246971109,1.08014911463187
ex1266,1,0.5,0.5,0.5,1,1,1,10.73,9.73,8.87,1,1,1,1,1,1,1,0.906803355079217,0.826654240447344
ex1266,2,0.5,0.5,0.5,1,1,1,9.87,10.73,9.87,1,1,1,1,1,1,1,1.0871327254306,1
ex1266a,0,0.5,0.5,0.5,1,1,1,5.15,5.15,6.01,1,1,1,1,1,1,1,1,1.16699029126214
ex1266a,1,0.5,0.5,0.5,1,1,1,7.73,8.59,7.73,1,1,1,1,1,1,1,1.11125485122898,1
ex1266a,2,0.5,0.5,0.5,1,1,1,5.15,5.15,5.15,1,1,1,1,1,1,1,1,1
ex3pb,0,0.5,0.52,0.51,11,11,11,8.44,8.62,9.07,1,1.01333333333333,1.00666666666667,1,1,1,1,1.02132701421801,1.07464454976303
ex3pb,1,0.51,0.5,0.5,11,11,11,8.3,7.88,7.21,1,0.993377483443708,0.993377483443708,1,1,1,1,0.949397590361446,0.868674698795181
ex3pb,2,0.52,0.53,0.51,11,11,11,9.53,8.71,8.48,1,1.00657894736842,0.993421052631579,1,1,1,1,0.91395592864638,0.889821615949633
ex4,0,5.62,5.54,6.37,43,43,35,114.34,112.57,100.48,1,0.987915407854985,1.11329305135952,1,1,0.944055944055944,1,0.984519853069792,0.878782578275319
ex4,1,11.89,11.99,12.31,73,73,65,207.34,210.38,162.41,1,1.0077579519007,1.03258339798293,1,1,0.953757225433526,1,1.01466190797724,0.783302787691714
ex4,2,14.84,14.79,7.51,65,65,47,257.47,257.01,111.32,1,0.996843434343434,0.537247474747475,1,1,0.890909090909091,1,0.998213384083582,0.432361051773022
fac1,0,0.5,0.5,0.5,1,1,1,21.02,21.02,20.02,1,1,1,1,1,1,1,1,0.952426260704091
fac1,1,0.56,0.57,0.58,5,5,5,53.16,54.36,55.36,1,1.00641025641026,1.01282051282051,1,1,1,1,1.02257336343115,1.04138449962378
fac1,2,0.5,0.5,0.5,1,1,1,15,16,15,1,1,1,1,1,1,1,1.06666666666667,1
fac2,0,13.72,12.13,12.21,45,37,37,1368.82,1210.85,1218.85,1,0.891983695652174,0.89741847826087,1,0.944827586206896,0.944827586206896,1,0.884594029894362,0.890438479858564
fac2,1,15.81,14.18,14.18,45,37,37,1574.28,1411.42,1411.36,1,0.903033908387864,0.903033908387864,1,0.944827586206896,0.944827586206896,1,0.896549533755113,0.896511421094087
fac2,2,9.06,7.95,8,45,37,37,903.85,793.48,798.48,1,0.889662027833002,0.894632206759443,1,0.944827586206896,0.944827586206896,1,0.877889030259446,0.883420921613099
fac3,0,4.28,4.33,4.27,35,35,35,396.55,401.21,395.91,1,1.0094696969697,0.99810606060606,1,1,1,1,1.01175135544068,0.998386079939478
fac3,1,3.76,3.78,3.73,35,35,35,348.42,350.35,345.57,1,1.00420168067227,0.993697478991597,1,1,1,1,1.00553929165949,0.991820216979507
fac3,2,3.62,3.59,3.67,35,35,35,336.28,333.43,340.95,1,0.993506493506493,1.01082251082251,1,1,1,1,0.991524919709766,1.01388723682645
faclay20h,0,7200,7200,7200,16567,17368,18620,665700.64,665766.84,665728.68,1,1,1,1,1.04805903881922,1.12317753644927,1,1.00009944409848,1.00004212103506
faclay20h,1,7200,7200,7200,17570,17924,19126,616471.23,616390.2,616361.42,1,1,1,1,1.02003395585739,1.08805885681947,1,0.999868558342942,0.999821873277038
faclay20h,2,7200,7200,7200,15994,15781,15332,693310.28,693356.08,693549.38,1,1,1,1,0.986765254131975,0.958866658382006,1,1.0000660598888,1.00034486723607
faclay30h,0,7200,7200,7200,4735,3325,4589,677294.13,677216.11,677314.58,1,1,1,1,0.708376421923475,0.969803516028956,1,0.999884806324838,1.00003019367671
faclay30h,1,7200,7200,7200,4390,3368,3372,677089.16,677095.87,677029.99,1,1,1,1,0.772383073496659,0.773273942093541,1,1.00000991006856,0.999912611213566
faclay30h,2,7200,7200,7200,3676,3376,3355,676477.45,676444.78,676567.8,1,1,1,1,0.920550847457627,0.914989406779661,1,0.999951705707264,1.00013355951481
faclay33,0,7200,7200,7200,2421,2420,2419,689175.37,689180.76,689201.89,1,1,1,1,0.999603332011107,0.999206664022213,1,1.00000782094113,1.00003848077159
faclay33,1,7200,7200,7200,2988,2787,2356,689001.01,689014.61,689021.37,1,1,1,1,0.93490932642487,0.795336787564767,1,1.00001973872288,1.00002955002925
faclay33,2,7200,7200,7200,3525,2661,3230,688024.99,688042.36,688035.11,1,1,1,1,0.761655172413793,0.918620689655172,1,1.00002524617601,1.00001470876806
faclay35,0,7200,7200,7200,1541,1548,1531,682301.92,682254.98,682464.3,1,1,1,1,1.00426569165143,0.993906154783668,1,0.999931203476608,1.00023798848463
faclay35,1,7200,7200,7200,1571,1570,2233,680207.13,680215.9,680260.3,1,1,1,1,0.999401555954518,1.39616995810892,1,1.00001289313154,1.00007816736646
faclay35,2,7200,7200,7200,1585,2725,1509,682013.43,681984.38,681965.73,1,1,1,1,1.67655786350148,0.954896142433234,1,0.999957405530856,0.99993006002829
faclay60,0,7200,7200,7200,1,1,1,1312898,1328873,1310854,1,1,1,1,1,1,1,1.01216773884948,0.998443138766302
faclay60,1,7200,7200,7200,1,1,1,912579,909633,914169,1,1,1,1,1,1,1,0.996771786333019,1.00174231491191
faclay60,2,7200,7200,7200,1,1,1,1272859,1275106,1274545,1,1,1,1,1,1,1,1.00176531728966,1.00132457719198
faclay75,1,7200,7200,7200,1,1,1,807215,806716,806907,1,1,1,1,1,1,1,0.9993818251643,0.999618441183575
faclay75,2,7200,7200,7200,1,1,1,862129,855007,857378,1,1,1,1,1,1,1,0.991739055292189,0.994489223770457
faclay80,0,7200,7200,7200,1,1,1,1106263,1099148,1099262,1,1,1,1,1,1,1,0.993568437161868,0.993671486798347
faclay80,1,7200,7200,7200,1,1,1,1290093,1302608,1298735,1,1,1,1,1,1,1,1.00970085102392,1.00669874187365
faclay80,2,7200,7200,7200,1,1,1,1026425,1021910,1029645,1,1,1,1,1,1,1,0.995601237304236,1.0031371020776
feedtray,0,7200,7200,7200,18492,17935,13831,591302.76,591302.76,591302.58,1,1,1,1,0.970040877796902,0.749300774526678,1,1,0.999999695587417
feedtray,1,7200,7200,7200,16695,16235,15249,591302.58,591302.76,591302.58,1,1,1,1,0.97261089610003,0.913902947305746,1,1.00000030441267,1
feedtray,2,7200,7200,7200,11364,15093,12091,591338.71,591302.58,591302.76,1,1,1,1,1.32527913468248,1.0634159106769,1,0.999938901344713,0.999939205738789
flay02h,0,0.5,0.5,0.5,7,7,7,4.16,3.73,4.16,1,1,1,1,1,1,1,0.896634615384615,1
flay02h,1,0.5,0.5,0.5,7,7,7,4.67,4.41,3.8,1,1,1,1,1,1,1,0.944325481798715,0.813704496788009
flay02h,2,0.5,0.5,0.5,7,7,7,4.73,4.73,4.41,1,1,1,1,1,1,1,1,0.932346723044397
flay02m,0,0.5,0.5,0.5,7,7,7,3.9,3.9,3.22,1,1,1,1,1,1,1,1,0.825641025641026
flay02m,1,0.5,0.5,0.5,7,7,7,3.48,4.22,4.41,1,1,1,1,1,1,1,1.21264367816092,1.26724137931035
flay02m,2,0.5,0.5,0.5,7,7,7,3.73,3.65,3.48,1,1,1,1,1,1,1,0.978552278820375,0.932975871313673
flay03h,0,2.38,2.39,2.4,103,103,103,49.05,48.79,49.61,1,1.00295857988166,1.00591715976331,1,1,1,1,0.994699286442406,1.01141692150866
flay03h,1,2.34,2.38,2.36,103,103,103,47.73,47.36,47.93,1,1.01197604790419,1.0059880239521,1,1,1,1,0.992248062015504,1.00419023674838
flay03h,2,2.42,2.47,2.43,103,103,103,48.7,50.55,49.42,1,1.01461988304094,1.00292397660819,1,1,1,1,1.03798767967146,1.01478439425051
flay03m,0,1.48,1.46,1.48,107,107,107,26.97,26.72,27.02,1,0.991935483870967,1,1,1,1,1,0.990730441230997,1.0018539117538
flay03m,1,1.5,1.44,1.48,103,103,103,28.31,26.29,27.76,1,976,992,1,1,1,1,0.928647121158601,0.980572235959025
flay03m,2,1.46,1.45,1.48,103,103,103,25.91,26.58,27.89,1,0.995934959349593,1.00813008130081,1,1,1,1,1.02585874179853,1.07641837128522
flay04h,0,179.86,180.67,215.76,3273,3273,3273,2321.22,2330.66,2578.23,1,1.00447860223377,1.19849607431162,1,1,1,1,1.00406682692722,1.11072194794117
flay04h,1,176.74,172.35,211,3077,3081,3089,2270.28,2224.97,2556.28,1,0.975301001462811,1.19275346011027,1,1.00125904941769,1.00377714825307,1,0.980042109343341,1.12597565058055
flay04h,2,175.68,174.53,207.71,3041,3041,3041,2237.34,2226.02,2471.42,1,0.993491057278696,1.1812882046638,1,1,1,1,0.994940420320559,1.10462424128653
flay04m,0,549.06,552.57,811.09,6479,6479,8671,7177.07,7222.52,9426.56,1,1.00638112205941,1.47636621459477,1,1,1.33318133454932,1,1.00633266778783,1.31342734569957
flay04m,1,819.36,690.92,551.71,8889,8023,6671,9656.05,8441.88,6959.7,1,0.84343458969233,0.67374079672339,1,0.903660028924241,0.753253977083102,1,0.87425810761129,0.720760559442008
flay04m,2,844.62,844.25,734.51,9295,9295,8703,10456.79,10454.01,9142.86,1,0.999562451219224,0.869787847969537,1,1,0.936987759446514,1,0.999734144034642,0.874346716344117
flay05h,0,7200,7200,7200,90575,90431,30323,119610.01,119061.69,149788.19,1,1,1,1,0.998411910669975,0.335516956162117,1,0.995415768295647,1.25230480291741
flay05h,1,7200,7200,7200,89186,89456,30214,123539.9,121329.42,152398.81,1,1,1,1,1.00302399032323,0.339515713549717,1,0.982107157282789,1.23359991387398
flay05h,2,7200,7200,7200,89624,90197,29318,117013.72,117608.51,147076.29,1,1,1,1,1.00638625117026,0.327872141233115,1,1.00508307914662,1.25691491561844
flay05m,0,7200,7200,7200,120182,112882,70101,102267.58,102333.73,119591.3,1,1,1,1,0.939309289835553,0.583636786884155,1,1.00064683255436,1.16939600995741
flay05m,1,7200,7200,7200,113281,119568,69200,97401.89,97468.05,116340.99,1,1,1,1,1.05545020770676,0.611213519019942,1,1.00067924759982,1.19444283884019
flay05m,2,7200,7200,7200,111042,115370,68854,105619.04,105658.58,119820.42,1,1,1,1,1.03894117435353,0.620413525040039,1,1.00037436431916,1.13445852187257
flay06h,0,7200,7200,7200,73289,73474,40253,255448.45,255556.37,262685.34,1,1,1,1,1.00252081374593,0.549850795078281,1,1.00042247271416,1.02833013862484
flay06h,1,7200,7200,7200,72668,74204,39253,254725.06,254917.28,262176.83,1,1,1,1,1.02110817941953,0.540800901495163,1,1.00075461754725,1.02925416918147
flay06h,2,7200,7200,7200,75128,74656,40076,254720.9,254829.48,258868.83,1,1,1,1,0.993725740415803,0.534056468336258,1,1.00042627047879,1.01628421539026
flay06m,0,7200,7200,7200,170900,162051,115837,234201.28,234175.22,232867,1,1,1,1,0.948251461988304,0.677994152046784,1,0.999888728191409,0.994302849241473
flay06m,1,7200,7200,7200,168403,168839,104986,239493.87,239552.73,242944.16,1,1,1,1,1.0025874910239,0.623644682883984,1,1.00024576829461,1.01440659003088
flay06m,2,7200,7200,7200,170667,169510,109449,237812.7,237851.39,242483.31,1,1,1,1,0.993224686268424,0.641511533258768,1,1.00016269105897,1.01963986784558
fo7,0,7200,7200,7200,188440,189067,149182,701947.17,701962.73,694877,1,1,1,1,1.00332555425904,0.791778932852445,1,1.00002216691037,0.989927774764018
fo7,1,7200,7200,7200,189159,189877,147369,695211.72,695228.59,697822.32,1,1,1,1,1.00379374296599,0.779191478344491,1,1.00002426598907,1.00375511506049
fo7,2,7200,7200,7200,186056,189090,146959,682549.34,682416.21,692913.94,1,1,1,1,1.0162981585337,0.789977223404027,1,0.999804951829563,1.01518512932706
fo7_2,0,7200,7200,7200,164233,163381,123665,704540.7,704565.04,720001,1,1,1,1,0.994815405305082,0.753135401897367,1,1.00003454732991,1.02194379969816
