ProblemName,Permutation,T_lp-bb,T_lp-bb-confgraph,T_lp-bb-no-lp,N_lp-bb,N_lp-bb-confgraph,N_lp-bb-no-lp,DI_lp-bb,DI_lp-bb-confgraph,DI_lp-bb-no-lp,TQ+1_lp-bb,TQ+1_lp-bb-confgraph,TQ+1_lp-bb-no-lp,NQ+100_lp-bb,NQ+100_lp-bb-confgraph,NQ+100_lp-bb-no-lp,DIQ_lp-bb,DIQ_lp-bb-confgraph,DIQ_lp-bb-no-lp
qap,2,7200,7200,7200,237599,275205,267458,720000,719992.47,719995.91,1,1,1,0.88840176709349,1.02895446968508,1,1.00000568058782,0.999995222195082,1
qapw,0,7200,7200,7200,46084,46490,44553,230161.97,230313.41,230287.34,1,1,1,1.03428661008219,1.04337894430385,1,0.999455593173294,1.00011320639684,1
qapw,1,7200,7200,7200,48943,44017,50105,230460.33,230378.51,230398.5,1,1,1,0.976854894930784,0.878737177571955,1,1.00026836112214,0.999913237282361,1
qapw,2,7200,7200,7200,59156,46480,52901,230638.09,230167.37,230766.81,1,1,1,1.11801664119545,0.878851342427501,1,0.99944220748209,0.997402399417837,1
qspp_0_10_0_1_10_1,0,60.03,64.15,66.13,23248,24234,23727,720000,720000,720000,0.909131535826009,0.970504990317295,1,0.979896755781257,1.02127838166786,1,1,1,1
qspp_0_10_0_1_10_1,1,52.47,60.96,65.91,19657,20609,27117,720000,720000,720000,0.799133163951577,0.926020026901808,1,0.72590660249109,0.760884741154425,1,1,1,1
qspp_0_10_0_1_10_1,2,63.99,71.64,72.47,26207,25163,26268,720000,720000,720000,0.884578739621614,0.988702871920512,1,0.997686589805825,0.958093143203884,1,1,1,1
qspp_0_11_0_1_10_1,0,174.56,198.53,200.24,96205,100299,100851,720000,720000,720000,0.872391174716756,0.991502683363148,1,0.953977672336084,0.994532000673594,1,1,1,1
qspp_0_11_0_1_10_1,1,181.04,192.32,204.62,92041,98135,97827,720000,720000,720000,0.885322439451415,0.940180916253283,1,0.940915171505305,1.00314519999592,1,1,1,1
qspp_0_11_0_1_10_1,2,206.43,216.25,213.22,108453,114198,113147,720000,720000,720000,0.96830361310802,1.01414433759686,1,0.958550778387066,1.00928059904457,1,1,1,1
qspp_0_12_0_1_10_1,0,563.78,553.67,568.79,310298,307484,303843,720000,720000,720000,0.991207286895172,0.973463907755489,1,1.02123753466933,1.01197921978792,1,1,1,1
qspp_0_12_0_1_10_1,1,535.04,602.56,642.24,303981,307189,325402,720000,720000,720000,0.833343697531248,0.938312294011566,1,0.934190880547585,0.944046426750066,1,1,1,1
qspp_0_12_0_1_10_1,2,574.9,652.32,639.32,316954,349468,321478,720000,720000,720000,0.899394052973513,1.02030234882559,1,0.985931873449054,1.08703953628669,1,1,1,1
qspp_0_13_0_1_10_1,0,2970.96,2813.67,3050.48,1335841,1226154,1343163,720000,720000,720000,0.973940514111185,0.922395034540616,1,0.994549094257789,0.912891965311335,1,1,1,1
qspp_0_13_0_1_10_1,1,2614.64,2681.75,3156.21,1249544,1211531,1352649,720000,720000,720000,0.828465638966049,0.849721747999024,1,0.923781130128354,0.895680573410145,1,1,1,1
qspp_0_13_0_1_10_1,2,2719.39,2997.08,3247.11,1247117,1285183,1395696,720000,720000,720000,0.83753013290806,0.92302292717919,1,0.893552496210048,0.920824389810545,1,1,1,1
qspp_0_14_0_1_10_1,0,7200,7200,7200,3096830,2558333,2583477,720000,720000,720000,1,1,1,1.19869854856271,0.990267756679983,1,1,1,1
qspp_0_14_0_1_10_1,1,7200,7200,7200,2641447,2327179,2528727,720000,720000,720000,1,1,1,1.04457402582304,0.92029980698561,1,1,1,1
qspp_0_14_0_1_10_1,2,7200,7200,7200,3036363,2582529,2402465,720000,720000,720000,1,1,1,1.26384218533109,1.07494656752263,1,1,1,1
qspp_0_15_0_1_10_1,0,7200,7200,7200,2288752,1649099,1766570,720000,720000,720000,1,1,1,1.29557415929404,0.933507106590365,1,1,1,1
qspp_0_15_0_1_10_1,1,7200,7200,7200,1924016,1595634,1622191,720000,720000,720000,1,1,1,1.1860486188976,0.983629940621011,1,1,1,1
qspp_0_15_0_1_10_1,2,7200,7200,7200,2049725,1580764,1622614,720000,720000,720000,1,1,1,1.26320781111151,0.974209873089158,1,1,1,1
radar-2000-10-a-6_lat_7,0,82.57,83,82.37,7,7,7,720000,720000,720000,1.00239894446444,1.00755667506297,1,1,1,1,1,1,1
radar-2000-10-a-6_lat_7,1,85.49,85.74,85.77,7,7,7,720000,720000,720000,0.996773078252852,0.999654258384234,1,1,1,1,1,1,1
radar-2000-10-a-6_lat_7,2,85.34,85.83,85.51,7,7,7,720000,720000,720000,0.998034909259045,1.00369899433592,1,1,1,1,1,1,1
radar-3000-10-a-8_lat_7,0,7200,7200,7200,21927,18842,19098,720000,720000,720000,1,1,1,1.14735909990624,0.986665277633087,1,1,1,1
radar-3000-10-a-8_lat_7,1,7200,7200,7200,20323,17880,18389,720000,720000,720000,1,1,1,1.1046027367624,0.972470117367083,1,1,1,1
radar-3000-10-a-8_lat_7,2,7200,7200,7200,20484,17057,16732,720000,720000,720000,1,1,1,1.22290874524715,1.01930846007605,1,1,1,1
ravempb,0,4.98,4.93,5,8,8,8,48.09,46.59,47.36,0.996666666666667,0.988333333333333,1,1,1,1,1.01541385135135,0.983741554054054,1
ravempb,1,5.4,5.35,5.35,8,8,8,43.49,42.98,42.91,1.00787401574803,1,1,1,1,1,1.01351666278257,1.00163132137031,1
ravempb,2,4.72,4.69,4.8,10,10,10,39.88,39.93,40.93,0.986206896551724,0.981034482758621,1,1,1,1,0.974346445150256,0.975568043000244,1
ringpack_10_1,0,7200,7200,7200,4354224,4715737,5047393,720000,720000,720000,1,1,1,0.862670636690333,0.934292925220501,1,1,1,1
ringpack_10_1,1,7200,7200,7200,3723333,4791308,6193694,720000,720000,720000,1,1,1,0.601155446887643,0.773582072635932,1,1,1,1
ringpack_10_1,2,7200,7200,7200,3582335,4431001,4996021,720000,720000,720000,1,1,1,0.717043282178314,0.88690826343077,1,1,1,1
ringpack_10_2,0,7200,7200,7200,3658193,4397974,3868170,720000,720000,720000,1,1,1,0.945718111714022,1.13696148407428,1,1,1,1
ringpack_10_2,1,7200,7200,7200,3874654,3323338,1884066,720000,720000,720000,1,1,1,2.05648228446963,1.76387749274745,1,1,1,1
ringpack_10_2,2,7200,7200,7200,3489514,3641814,4430920,720000,720000,720000,1,1,1,0.787541920370479,0.821913238938213,1,1,1,1
ringpack_20_1,0,7200,7200,7200,990688,1198112,1425726,720000,720000,720000,1,1,1,0.694887033901752,0.840363410402111,1,1,1,1
ringpack_20_1,1,7200,7200,7200,1050493,1202768,1504388,720000,720000,720000,1,1,1,0.69830600177602,0.799519836648747,1,1,1,1
ringpack_20_1,2,7200,7200,7200,1042324,1067014,1238706,720000,720000,720000,1,1,1,0.841474774904222,0.86140525635168,1,1,1,1
ringpack_20_2,0,7200,7200,7200,955667,1103359,1162827,720000,720000,720000,1,1,1,0.821863281186179,0.948863514218863,1,1,1,1
ringpack_20_2,1,7200,7200,7200,806006,1009034,1023677,720000,720000,720000,1,1,1,0.787384362024152,0.985697080516558,1,1,1,1
ringpack_20_2,2,7200,7200,7200,885929,871006,908141,720000,720000,720000,1,1,1,0.97554393602579,0.959113275000798,1,1,1,1
ringpack_20_3,0,7200,7200,7200,986939,1175524,1214098,720000,720000,720000,1,1,1,0.812914368167301,0.968230881618978,1,1,1,1
ringpack_20_3,1,7200,7200,7200,982574,1079497,1026964,720000,720000,720000,1,1,1,0.956779713825039,1.05114871127797,1,1,1,1
ringpack_20_3,2,7200,7200,7200,1196218,1058230,1098973,720000,720000,720000,1,1,1,1.08847910921295,0.962929668911892,1,1,1,1
ringpack_30_1,0,7200,7200,7200,310376,345428,345994,720000,720000,720000,1,1,1,0.89708576282744,0.998364606147463,1,1,1,1
ringpack_30_1,1,7200,7200,7200,290507,358521,383460,720000,720000,720000,1,1,1,0.757657211388049,0.934980185629367,1,1,1,1
ringpack_30_1,2,7200,7200,7200,302874,319144,350649,720000,720000,720000,1,1,1,0.86379148621949,0.910177933508007,1,1,1,1
ringpack_30_2,0,7200,7200,7200,320025,315041,325360,720000,720000,720000,1,1,1,0.983607816628772,0.968294106802679,1,1,1,1
ringpack_30_2,1,7200,7200,7200,125647,119579,133153,720000,720000,720000,1,1,1,0.943671061814743,0.898133625509369,1,1,1,1
ringpack_30_2,2,7200,7200,7200,340630,378345,378044,720000,720000,720000,1,1,1,0.901058855885588,1.00079599306084,1,1,1,1
risk2bpb,0,1.39,1.48,1.43,1,1,1,2.33,2.37,2.33,0.983539094650206,1.02057613168724,1,1,1,1,1,1.01716738197425,1
risk2bpb,1,1.09,1.08,1.08,1,1,1,3.01,1.01,2.92,1.00480769230769,1,1,1,1,1,1.03082191780822,0.345890410958904,1
risk2bpb,2,1.01,1.01,1.03,1,1,1,3,2,2.01,0.990147783251231,0.990147783251231,1,1,1,1,1.49253731343284,0.995024875621891,1
routingdelay_bigm,0,73.02,130.11,139.15,10021,17286,21901,192.56,222.83,233.99,0.528148412415269,0.935497681056012,1,0.460024544338894,0.790236807417845,1,0.822941151331253,0.952305654087782,1
routingdelay_bigm,1,72.94,317.89,199.69,14740,81791,44013,205.38,275.7,265.14,0.368428920225223,1.58896806019234,1,0.33640876839027,1.85639153990887,1,0.774609640190088,1.0398280153881,1
routingdelay_bigm,2,57.25,84.95,89.76,9921,12088,13978,168.75,190.61,160.18,0.641802556192155,0.947003085059498,1,0.711819860775678,0.865747975564711,1,1.05350230990136,1.18997377949806,1
routingdelay_proj,0,7200,7200,7200,613213,615253,614404,21262.83,21260.1,21262.22,1,1,1,0.99806185150951,1.00138160207257,1,1.00002868938427,0.999900292631719,1
routingdelay_proj,1,7200,7200,7200,736189,728979,740492,21271.75,21269.81,21271.75,1,1,1,0.994189783308488,0.984454328429149,1,1,0.999908799229024,1
routingdelay_proj,2,7200,7200,7200,727871,730573,736022,21280.68,21279.74,21280.53,1,1,1,0.988927107191471,0.992597694403917,1,1.00000704869663,0.999962876864439,1
rsyn0805h,0,0.5,0.5,0.5,1,1,1,3.3,2.41,1.8,1,1,1,1,1,1,1.83333333333333,1.33888888888889,1
rsyn0805h,1,0.5,0.5,0.5,1,1,1,2.75,2.76,2.6,1,1,1,1,1,1,1.05769230769231,1.06153846153846,1
rsyn0805h,2,0.5,0.5,0.5,1,1,1,1.81,3.49,2.65,1,1,1,1,1,1,0.683018867924528,1.31698113207547,1
rsyn0805m,0,2.41,2.45,2.57,106,106,106,38.1,39.23,39.5,0.955182072829131,0.966386554621849,1,1,1,1,0.964556962025316,0.993164556962025,1
rsyn0805m,1,4.74,4.73,4.76,102,102,112,55.28,56.07,56.39,0.996527777777778,0.994791666666667,1,0.952830188679245,0.952830188679245,1,0.980315658804753,0.994325234970739,1
rsyn0805m,2,1.38,1.42,1.41,145,145,162,24.12,24.48,24.65,0.987551867219917,1.00414937759336,1,0.935114503816794,0.935114503816794,1,0.978498985801217,0.993103448275862,1
rsyn0805m02h,0,1.5,1.53,1.51,3,3,3,10.36,11.6,11.33,0.99601593625498,1.00796812749004,1,1,1,1,0.914386584289497,1.02383053839365,1
rsyn0805m02h,1,1.43,1.35,1.42,2,2,2,12.65,11.71,11.32,1.00413223140496,0.971074380165289,1,1,1,1,1.11749116607774,1.03445229681979,1
rsyn0805m02h,2,1.23,1.26,1.24,2,2,2,11.43,13.45,11.31,0.995535714285714,1.00892857142857,1,1,1,1,1.0106100795756,1.18921308576481,1
rsyn0805m02m,0,7.12,7.11,7.43,1369,1369,1525,200.62,197.69,216.35,0.963226571767497,0.962040332147094,1,904,904,1,0.927293737000231,0.91375086665126,1
rsyn0805m02m,1,7.53,7.56,8.51,1395,1395,1595,203.49,202.04,226.34,0.896950578338591,0.900105152471083,1,0.882005899705015,0.882005899705015,1,0.899045683485022,0.892639392065035,1
rsyn0805m02m,2,9.42,9.43,12.91,2604,2604,4210,240.93,241,249.49,0.749101365923796,0.749820273184759,1,0.62737819025522,0.62737819025522,1,0.965690007615536,0.965970579983166,1
rsyn0805m03h,0,1.64,1.62,1.66,2,2,2,17.11,16.71,15.07,0.992481203007519,0.984962406015038,1,1,1,1,1.13536828135368,1.10882548108825,1
rsyn0805m03h,1,1.19,1.2,1.21,2,2,2,16.22,15.9,15.59,0.990950226244344,0.995475113122172,1,1,1,1,1.04041051956382,1.01988454137268,1
rsyn0805m03h,2,1.09,1.13,1.12,2,2,2,15.47,15.84,16.51,0.985849056603773,1.00471698113208,1,1,1,1,0.937007874015748,0.959418534221684,1
rsyn0805m03m,0,17.41,17.25,17,2015,2015,1623,299.52,297.01,316.25,1.02277777777778,1.01388888888889,1,1.22751015670342,1.22751015670342,1,0.947098814229249,0.939162055335968,1
rsyn0805m03m,1,11.35,11.26,10.36,1402,1402,1246,212.81,210.83,193.26,1.08714788732394,1.07922535211268,1,1.11589895988113,1.11589895988113,1,1.10115906033323,1.09091379488772,1
rsyn0805m03m,2,14.75,14.66,13.85,1628,1628,1748,289.1,285.6,272.03,1.06060606060606,1.05454545454545,1,0.935064935064935,0.935064935064935,1,1.06275043193765,1.04988420394809,1
rsyn0805m04h,0,1.34,1.34,1.34,2,2,2,20.73,19.7,20.22,1,1,1,1,1,1,1.02522255192878,0.974282888229476,1
rsyn0805m04h,1,2.74,2.65,2.69,2,2,2,24.84,23.45,23.3,1.01355013550136,0.989159891598916,1,1,1,1,1.06609442060086,1.00643776824034,1
rsyn0805m04h,2,2.33,2.39,2.32,2,2,2,20.81,25.41,23.73,1.00301204819277,1.0210843373494,1,1,1,1,0.876949009692372,1.07079646017699,1
rsyn0805m04m,0,11.41,11.36,10.53,1032,1032,824,158.51,160.12,154,1.07632263660017,1.07198612315698,1,1.22510822510823,1.22510822510823,1,1.02928571428571,1.03974025974026,1
rsyn0805m04m,1,14.98,14.84,12.81,1209,1209,1279,233.55,231.27,221.47,1.15713251267198,1.14699493120927,1,0.949238578680203,0.949238578680203,1,1.05454463358468,1.044249785524,1
rsyn0805m04m,2,8.34,8.28,7.67,920,920,707,111.78,111.3,105.25,1.07727797001153,1.07035755478662,1,1.2639405204461,1.2639405204461,1,1.06204275534442,1.05748218527316,1
rsyn0810h,0,0.5,0.5,0.5,1,1,1,8.12,7.02,7.95,1,1,1,1,1,1,1.02138364779874,0.883018867924528,1
rsyn0810h,1,0.5,0.5,0.5,1,1,1,7.81,5.88,7.66,1,1,1,1,1,1,1.01958224543081,0.767624020887728,1
rsyn0810h,2,0.5,0.5,0.5,1,1,1,6.98,8.57,6.98,1,1,1,1,1,1,1,1.22779369627507,1
rsyn0810m,0,1.73,1.79,1.77,56,56,52,23.31,25.94,25.14,0.985559566787004,1.0072202166065,1,1.02631578947368,1.02631578947368,1,0.927207637231504,1.03182179793158,1
rsyn0810m,1,1.74,1.73,1.77,29,29,29,24.81,26.08,26.51,0.989169675090253,0.985559566787004,1,1,1,1,0.93587325537533,0.983779705771407,1
rsyn0810m,2,1.64,1.59,1.59,66,66,72,24.23,24.07,24.46,1.01930501930502,1,1,0.965116279069768,0.965116279069768,1,0.990596892886345,0.984055600981194,1
rsyn0810m02h,0,2.37,2.3,2.38,4,4,4,12.92,14.57,14.03,0.997041420118343,0.976331360946745,1,1,1,1,0.92088382038489,1.03848895224519,1
rsyn0810m02h,1,4.32,4.32,4.29,24,24,24,16.45,14.52,15.12,1.00567107750473,1.00567107750473,1,1,1,1,1.08796296296296,0.96031746031746,1
rsyn0810m02h,2,2.06,2.08,2.1,3,3,3,14.58,17.18,17.22,0.987096774193548,0.993548387096774,1,1,1,1,0.846689895470383,0.997677119628339,1
rsyn0810m02m,0,9.68,9.63,9.87,1578,1578,1984,239.22,236.89,232.19,0.982520699172033,0.977920883164674,1,0.805182341650672,0.805182341650672,1,1.03027692837762,1.02024204315431,1
rsyn0810m02m,1,12.65,12.33,9.39,3201,3201,2237,297.89,289.6,260.55,1.31376323387873,1.28296438883542,1,1.4124946512623,1.4124946512623,1,1.14331222414124,1.11149491460372,1
rsyn0810m02m,2,10.06,9.92,10.26,2209,2209,1926,245.45,241.55,263.61,0.982238010657194,0.969804618117229,1,1.13968410661402,1.13968410661402,1,0.931110352414552,0.916315769507985,1
rsyn0810m03h,0,3.67,3.69,3.67,4,4,4,23.49,22.48,21.98,1,1.00428265524625,1,1,1,1,1.06869881710646,1.02274795268426,1
rsyn0810m03h,1,4.34,4.22,4.23,4,4,4,23.82,22.71,23.76,1.02103250478011,0.998087954110899,1,1,1,1,1.00252525252525,0.955808080808081,1
rsyn0810m03h,2,4.35,4.3,4.4,4,4,4,21.98,21.8,25.07,0.990740740740741,0.981481481481481,1,1,1,1,0.876745113681691,0.869565217391304,1
rsyn0810m03m,0,15.1,14.92,16.99,2328,2328,3434,274.37,268.85,296.37,0.894941634241245,0.884936075597554,1,0.687040181097906,0.687040181097906,1,0.925768465094308,0.907143098154334,1
rsyn0810m03m,1,11.51,11.48,10.84,1614,1614,1269,173.92,172.69,157.03,1.05658783783784,1.05405405405405,1,1.25200876552228,1.25200876552228,1,1.10755906514679,1.09972616697446,1
rsyn0810m03m,2,19.29,19.22,19.87,3037,3037,3286,338.72,336.62,335.05,0.972208912314327,0.968854815524676,1,0.926461901949203,0.926461901949203,1,1.01095358901656,1.00468586778093,1
rsyn0810m04h,0,2.43,2.44,2.46,2,2,2,22.49,26.56,23.72,0.991329479768786,0.994219653179191,1,1,1,1,0.94814502529511,1.11973018549747,1
rsyn0810m04h,1,3.83,3.82,3.84,2,2,2,28.56,28.59,31.32,0.997933884297521,0.995867768595041,1,1,1,1,0.911877394636015,0.912835249042146,1
rsyn0810m04h,2,3.45,3.48,3.54,2,2,2,33.62,34.07,34.35,0.980176211453744,0.986784140969163,1,1,1,1,0.978748180494905,0.991848617176128,1
rsyn0810m04m,0,11.24,11.23,9.08,983,983,673,177.1,179.5,151.48,1.21428571428571,1.21329365079365,1,1.40103492884864,1.40103492884864,1,1.16913123844732,1.18497491418009,1
rsyn0810m04m,1,8.88,8.74,9.4,629,629,646,135.26,133.28,132.44,0.95,0.936538461538462,1,0.977211796246649,0.977211796246649,1,1.02129266082754,1.00634249471459,1
rsyn0810m04m,2,13.8,13.62,12.26,1402,1402,1057,191.71,189.01,180.6,1.11613876319759,1.1025641025641,1,1.29818496110631,1.29818496110631,1,1.06151716500554,1.04656699889258,1
rsyn0815h,0,1.1,1.09,1.09,2,2,2,8.97,7.88,8.44,1.00478468899522,1,1,1,1,1,1.06279620853081,0.933649289099526,1
rsyn0815h,1,1.27,1.28,1.31,4,4,4,8.21,8.42,8.08,0.982683982683983,0.987012987012987,1,1,1,1,1.01608910891089,1.04207920792079,1
rsyn0815h,2,0.62,0.61,0.62,2,2,2,8.62,9.04,7.99,1,0.993827160493827,1,1,1,1,1.07884856070088,1.13141426783479,1
rsyn0815m,0,1.75,1.72,1.74,50,50,46,29.19,28.64,29,1.0036496350365,0.992700729927007,1,1.02739726027397,1.02739726027397,1,1.00655172413793,0.987586206896552,1
rsyn0815m,1,0.84,0.84,0.81,128,128,122,16.03,15.86,16.33,1.01657458563536,1.01657458563536,1,1.02702702702703,1.02702702702703,1,0.98162890385793,0.971218616044091,1
rsyn0815m,2,1.01,1.01,1.02,57,51,53,17.38,18.68,18.35,0.995049504950495,0.995049504950495,1,1.02614379084967,0.986928104575163,1,0.947138964577657,1.01798365122616,1
rsyn0815m02h,0,2.28,2.27,2.32,4,4,4,16.88,16.84,17.49,0.987951807228916,0.984939759036145,1,1,1,1,0.965122927387078,0.962835906232133,1
rsyn0815m02h,1,1.84,1.82,1.77,2,2,2,18.83,17.57,15.48,1.02527075812274,1.01805054151625,1,1,1,1,1.21640826873385,1.13501291989664,1
rsyn0815m02h,2,2.07,2.03,2.12,3,3,3,18.92,18.37,19.76,0.983974358974359,0.971153846153846,1,1,1,1,0.95748987854251,0.929655870445344,1
rsyn0815m02m,0,8.68,8.72,4.97,1504,1504,1116,265.08,266.17,199.62,1.6214405360134,1.62814070351759,1,1.31907894736842,1.31907894736842,1,1.32792305380222,1.33338342851418,1
rsyn0815m02m,1,8.25,8.25,10.41,1171,1171,1579,246.05,246.12,291.14,0.810692375109553,0.810692375109553,1,0.756998213222156,0.756998213222156,1,0.845126056192897,0.845366490348286,1
rsyn0815m02m,2,10.82,10.62,15.23,1543,1543,3964,340.97,334.42,368.5,0.728280961182994,0.715958102279729,1,0.404281496062992,0.404281496062992,1,0.925291723202171,0.907516960651289,1
rsyn0815m03h,0,5.84,5.78,5.73,22,22,22,28.03,24.9,26.25,1.01634472511144,1.0074294205052,1,1,1,1,1.06780952380952,0.948571428571428,1
rsyn0815m03h,1,5,4.92,4.97,54,54,54,32.19,30.79,30.52,1.00502512562814,0.991624790619766,1,1,1,1,1.05471821756225,1.00884665792923,1
rsyn0815m03h,2,4.87,4.85,4.87,50,50,50,28.86,28.5,29.97,1,0.996592844974446,1,1,1,1,0.962962962962963,0.950950950950951,1
rsyn0815m03m,0,17.26,17.3,17.78,2407,2407,2533,313.75,315.38,336.96,0.972310969116081,0.97444089456869,1,0.952145841245727,0.952145841245727,1,0.931119420702754,0.935956790123457,1
rsyn0815m03m,1,16.24,16.24,15.71,1349,1349,1057,327.57,326.16,326.28,1.03171753441053,1.03171753441053,1,1.2523768366465,1.2523768366465,1,1.00395365943362,0.999632217727106,1
rsyn0815m03m,2,28.15,27.82,26.41,3217,3217,3764,546.52,538.1,513.55,1.06348048157607,1.05144107989785,1,0.85843685300207,0.85843685300207,1,1.06420017525071,1.04780449810145,1
rsyn0815m04h,0,5.18,5.11,5.07,4,4,4,42.67,43.52,43.62,1.01812191103789,1.00658978583196,1,1,1,1,0.978220999541495,0.997707473635947,1
rsyn0815m04h,1,5.17,5.18,5.05,3,3,3,49.99,47.08,45.83,1.0198347107438,1.02148760330579,1,1,1,1,1.09077023783548,1.02727471088806,1
rsyn0815m04h,2,3.09,3.05,3.13,2,2,2,48.85,45.29,50.43,0.990314769975787,0.980629539951574,1,1,1,1,0.968669442791989,0.898076541741027,1
rsyn0815m04m,0,30.58,30.26,31.58,3742,3742,4068,664.97,656.46,686.79,0.969306322897483,0.959484346224678,1,0.921785028790787,0.921785028790787,1,0.96822900741129,0.955838029091862,1
rsyn0815m04m,1,31.64,31.31,30.43,2396,2396,2654,630.48,624.06,598.63,1.03849825007954,1.02799872733058,1,0.906318082788671,0.906318082788671,1,1.05320481766701,1.04248033008703,1
rsyn0815m04m,2,39.49,39.31,34.28,3762,3762,3469,786.62,780.13,709.43,1.14767573696145,1.14257369614512,1,1.08209582516111,1.08209582516111,1,1.10880566088268,1.0996574714912,1
rsyn0820h,0,2.28,2.25,2.31,5,5,5,12.49,11.51,12.88,0.990936555891238,0.981873111782477,1,1,1,1,0.96972049689441,0.893633540372671,1
rsyn0820h,1,1.78,1.79,1.75,2,2,2,10.19,9.39,9.66,1.01090909090909,1.01454545454545,1,1,1,1,1.05486542443064,0.972049689440994,1
rsyn0820h,2,1.84,1.81,1.88,3,3,3,10.02,10.37,9.88,0.986111111111111,0.975694444444444,1,1,1,1,1.01417004048583,1.0495951417004,1
rsyn0820m,0,1.53,1.52,1.53,120,120,107,36.86,36.74,38.72,1,0.996047430830039,1,1.06280193236715,1.06280193236715,1,0.951962809917355,0.948863636363636,1
rsyn0820m,1,1.19,1.19,1.22,183,183,200,28.8,28.4,30.17,0.986486486486487,0.986486486486487,1,0.943333333333333,0.943333333333333,1,0.954590652966523,0.941332449453099,1
rsyn0820m,2,1.5,1.47,1.47,156,156,143,37.92,36.22,37.26,1.01214574898785,1,1,1.05349794238683,1.05349794238683,1,1.01771336553945,0.972088030059044,1
rsyn0820m02h,0,2.8,2.86,2.88,7,7,7,19.42,21.33,21.33,0.979381443298969,0.994845360824742,1,1,1,1,0.910454758556024,1,1
rsyn0820m02h,1,3.2,3.15,3.15,4,4,4,21.13,20.59,19.84,1.01204819277108,1,1,1,1,1,1.06502016129032,1.03780241935484,1
rsyn0820m02h,2,2.8,2.82,2.78,3,3,3,21.02,22.03,21.62,1.00529100529101,1.01058201058201,1,1,1,1,0.972247918593894,1.01896392229417,1
rsyn0820m02m,0,10.38,10.29,8.44,1860,1860,1552,385.69,381.44,285.31,1.20550847457627,1.19597457627119,1,1.1864406779661,1.1864406779661,1,1.35182783638849,1.33693175843819,1
rsyn0820m02m,1,10.07,9.93,9.57,838,838,884,480.95,474,486.23,1.0473036896878,1.03405865657521,1,0.953252032520325,0.953252032520325,1,0.989140941529728,0.974847294490262,1
rsyn0820m02m,2,13.31,13.21,10.18,1973,1973,1761,480.22,474.06,316.77,1.27996422182469,1.27101967799642,1,1.11391724879097,1.11391724879097,1,1.51598951920952,1.49654323326073,1
rsyn0820m03h,0,4.58,4.62,4.55,3,3,3,34.38,34.22,35.29,1.00540540540541,1.01261261261261,1,1,1,1,0.97421365826013,0.969679795976197,1
rsyn0820m03h,1,5.22,5.09,5.18,2,2,2,31.8,32.44,33.8,1.00647249190939,0.985436893203884,1,1,1,1,0.940828402366864,0.959763313609467,1
rsyn0820m03h,2,5.77,5.67,5.63,54,54,54,33.91,33.82,33.76,1.0211161387632,1.00603318250377,1,1,1,1,1.00444312796209,1.00177725118483,1
rsyn0820m03m,0,12.07,12.02,12.77,1583,1583,1993,305.05,304.13,303.5,0.949164851125635,0.945533769063181,1,0.804108934543717,0.804108934543717,1,1.00510708401977,1.00207578253707,1
rsyn0820m03m,1,17.52,17.36,14.72,2091,2091,1928,315.19,311.94,313.61,1.17811704834606,1.16793893129771,1,1.08037475345168,1.08037475345168,1,1.00503810465228,0.994674914702975,1
rsyn0820m03m,2,12.83,12.62,14.08,1178,1178,1518,317.74,310.27,322.61,0.91710875331565,0.903183023872679,1,0.789864029666255,0.789864029666255,1,0.984904373701993,0.961749480797247,1
rsyn0820m04h,0,7.42,7.49,7.39,5,5,5,57.08,55.81,56.33,1.00357568533969,1.0119189511323,1,1,1,1,1.01331439730162,0.990768684537547,1
rsyn0820m04h,1,5.87,5.86,5.95,31,31,31,52.6,57.09,57.71,0.988489208633093,0.98705035971223,1,1,1,1,0.911453820828279,0.989256627967423,1
rsyn0820m04h,2,2.94,2.95,2.97,2,2,2,62.42,60.14,62.66,0.992443324937028,0.994962216624685,1,1,1,1,0.996169805298436,0.959782955633578,1
rsyn0820m04m,0,49.54,49.03,54.42,6450,6450,7313,1109.5,1098.77,1254.66,0.911945146156622,0.902742692168892,1,0.88358289491434,0.88358289491434,1,0.884303317233354,0.875751199528159,1
rsyn0820m04m,1,43.32,43,47.03,4879,4879,5836,1017.18,1004.97,1058.72,0.922756610451801,0.916094107849261,1,0.838780323450135,0.838780323450135,1,0.960763941363155,0.949231147045489,1
rsyn0820m04m,2,57.47,57.08,50.71,8520,8520,6715,1394.59,1379.54,1319.5,1.13072906594469,1.12318700444788,1,1.26485693323551,1.26485693323551,1,1.05690791966654,1.04550208412277,1
rsyn0830h,0,4.15,4.17,4.21,29,29,29,12.36,11.49,13.55,0.98848368522073,0.99232245681382,1,1,1,1,0.912177121771217,0.847970479704797,1
rsyn0830h,1,2.82,2.83,2.81,37,37,37,11.59,11.65,10.91,1.00262467191601,1.00524934383202,1,1,1,1,1.06232813932172,1.06782768102658,1
rsyn0830h,2,2.64,2.59,2.64,35,35,35,11.27,11.77,12.14,1,0.986263736263736,1,1,1,1,0.92833607907743,0.969522240527183,1
rsyn0830m,0,1.08,1.07,1.13,110,110,116,40.44,40.78,43.74,0.976525821596244,0.971830985915493,1,0.972222222222222,0.972222222222222,1,0.924554183813443,0.932327389117513,1
rsyn0830m,1,1.57,1.59,1.57,63,63,55,64.28,64.56,65.51,1,1.00778210116732,1,1.05161290322581,1.05161290322581,1,0.981224240573958,0.985498397191268,1
