ProblemName,Permutation,T_lp-bb,T_lp-bb-confgraph,T_lp-bb-no-lp,N_lp-bb,N_lp-bb-confgraph,N_lp-bb-no-lp,DI_lp-bb,DI_lp-bb-confgraph,DI_lp-bb-no-lp,TQ+1_lp-bb,TQ+1_lp-bb-confgraph,TQ+1_lp-bb-no-lp,NQ+100_lp-bb,NQ+100_lp-bb-confgraph,NQ+100_lp-bb-no-lp,DIQ_lp-bb,DIQ_lp-bb-confgraph,DIQ_lp-bb-no-lp
cvxnonsep_nsig30,2,7200,7200,7200,303019,209224,329372,720000,720000,720000,1,1,1,0.920014447358197,0.635331682206682,1,1,1,1
cvxnonsep_nsig30r,0,0.5,0.5,0.5,51,41,41,720000,720000,720000,1,1,1,1.0709219858156,1,1,1,1,1
cvxnonsep_nsig30r,1,0.5,0.5,0.5,51,41,41,720000,720000,720000,1,1,1,1.0709219858156,1,1,1,1,1
cvxnonsep_nsig30r,2,0.5,0.5,0.5,51,41,41,720000,720000,720000,1,1,1,1.0709219858156,1,1,1,1,1
cvxnonsep_nsig40,0,7200,7200,7200,228,228,228,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_nsig40,1,7200,7200,7200,228,228,228,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_nsig40,2,7200,7200,7200,228,228,228,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_nsig40r,0,0.5,0.5,0.5,2,2,2,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_nsig40r,1,0.5,0.5,0.5,2,2,2,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_nsig40r,2,0.5,0.5,0.5,2,2,2,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_pcon20,0,0.5,0.5,0.5,48,48,48,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_pcon20,1,0.5,0.5,0.5,48,48,48,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_pcon20,2,0.5,0.5,0.5,48,48,48,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_pcon20r,0,0.5,0.5,0.5,26,26,26,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_pcon20r,1,0.5,0.5,0.5,26,26,26,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_pcon20r,2,0.5,0.5,0.5,26,26,26,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_pcon30,0,0.5,0.5,0.5,59,63,63,720000,720000,720000,1,1,1,0.975460122699386,1,1,1,1,1
cvxnonsep_pcon30,1,0.5,0.5,0.5,59,63,63,720000,720000,720000,1,1,1,0.975460122699386,1,1,1,1,1
cvxnonsep_pcon30,2,0.5,0.5,0.5,59,63,63,720000,720000,720000,1,1,1,0.975460122699386,1,1,1,1,1
cvxnonsep_pcon30r,0,0.66,0.58,0.64,104,104,104,720000,720000,720000,1.01219512195122,0.963414634146341,1,1,1,1,1,1,1
cvxnonsep_pcon30r,1,0.7,0.82,0.82,137,132,132,720000,720000,720000,0.934065934065934,1,1,1.02155172413793,1,1,1,1,1
cvxnonsep_pcon30r,2,0.57,0.56,0.57,100,100,100,720000,720000,720000,1,0.993630573248408,1,1,1,1,1,1,1
cvxnonsep_pcon40,0,0.56,0.5,0.5,78,82,82,720000,720000,720000,1.04,1,1,0.978021978021978,1,1,1,1,1
cvxnonsep_pcon40,1,0.53,0.53,0.5,78,82,82,720000,720000,720000,1.02,1.02,1,0.978021978021978,1,1,1,1,1
cvxnonsep_pcon40,2,0.52,0.51,0.53,78,82,82,720000,720000,720000,0.993464052287582,0.986928104575163,1,0.978021978021978,1,1,1,1,1
cvxnonsep_pcon40r,0,0.5,0.5,0.51,30,30,30,720000,720000,720000,0.993377483443708,0.993377483443708,1,1,1,1,1,1,1
cvxnonsep_pcon40r,1,0.87,0.86,0.84,177,177,178,720000,720000,720000,1.01630434782609,1.01086956521739,1,0.996402877697842,0.996402877697842,1,1,1,1
cvxnonsep_pcon40r,2,0.51,0.5,0.5,22,22,22,720000,720000,720000,1.00666666666667,1,1,1,1,1,1,1,1
cvxnonsep_psig20,0,6.6,7.45,7.91,1426,2351,2311,720000,720000,720000,0.85297418630752,0.948372615039282,1,0.632932393197843,1.01659062629614,1,1,1,1
cvxnonsep_psig20,1,6.62,7.59,7.74,1426,2351,2311,720000,720000,720000,0.871853546910755,0.982837528604119,1,0.632932393197843,1.01659062629614,1,1,1,1
cvxnonsep_psig20,2,6.69,7.33,7.8,1426,2351,2311,720000,720000,720000,0.873863636363636,0.946590909090909,1,0.632932393197843,1.01659062629614,1,1,1,1
cvxnonsep_psig20r,0,0.5,0.5,0.5,6,6,6,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_psig20r,1,0.5,0.5,0.5,6,6,6,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_psig20r,2,0.5,0.5,0.5,6,6,6,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_psig30,0,7200,7200,7200,373289,451386,851436,720000,720000,720000,1,1,1,0.438488801412976,0.530201893989215,1,1,1,1
cvxnonsep_psig30,1,7200,7200,7200,372455,451386,852728,720000,720000,720000,1,1,1,0.436846585712477,0.529398659518684,1,1,1,1
cvxnonsep_psig30,2,7200,7200,7200,372555,450257,847651,720000,720000,720000,1,1,1,0.439580725944293,0.531237356252013,1,1,1,1
cvxnonsep_psig30r,0,0.5,0.5,0.5,2,2,2,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_psig30r,1,0.5,0.5,0.5,2,2,2,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_psig30r,2,0.5,0.5,0.5,2,2,2,720000,720000,720000,1,1,1,1,1,1,1,1,1
cvxnonsep_psig40,0,7200,7200,7200,199854,225959,253151,720000,720000,720000,1,1,1,0.789548708593451,0.892628262079913,1,1,1,1
cvxnonsep_psig40,1,7200,7200,7200,199854,226190,252895,720000,720000,720000,1,1,1,0.790347635328761,0.894444554240202,1,1,1,1
cvxnonsep_psig40,2,7200,7200,7200,199433,226930,254153,720000,720000,720000,1,1,1,0.784781300515628,0.892929483624579,1,1,1,1
cvxnonsep_psig40r,0,0.63,0.6,0.59,85,100,85,720000,720000,720000,1.0251572327044,1.0062893081761,1,1,1.08108108108108,1,1,1,1
cvxnonsep_psig40r,1,0.63,0.57,0.59,85,100,85,720000,720000,720000,1.0251572327044,0.987421383647799,1,1,1.08108108108108,1,1,1,1
cvxnonsep_psig40r,2,0.63,0.59,0.62,85,100,85,720000,720000,720000,1.00617283950617,0.981481481481481,1,1,1.08108108108108,1,1,1,1
deb10,0,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
deb10,1,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
deb10,2,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
deb6,0,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
deb6,1,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
deb6,2,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
deb7,0,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
deb7,1,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
deb7,2,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
deb8,0,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
deb8,1,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
deb8,2,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
deb9,0,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
deb9,1,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
deb9,2,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
densitymod,0,7200,7200,7200,3400,3405,4310,720000,720000,720001,1,1,1,0.793650793650794,0.794784580498866,1,0.99999861111304,0.99999861111304,1
densitymod,1,7200,7200,7200,4692,4622,4366,720000,720001,720001,1,1,1,1.07299596954769,1.05732198835647,1,0.99999861111304,1,1
densitymod,2,7200,7200,7200,1055,1185,1833,720001,720000,720005,1,1,1,0.597516813243663,0.664769787894465,1,0.999994444483024,0.99999305560378,1
dosemin2d,0,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
dosemin2d,1,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
dosemin2d,2,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
dosemin3d,0,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
dosemin3d,1,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
dosemin3d,2,7200,7200,7200,,,,720000,720000,720000,1,1,1,0,0,0,1,1,1
du-opt,0,12.26,10.92,11.6,11697,12012,12715,46.28,47.39,47.1,1.05238095238095,0.946031746031746,1,0.920561841591884,0.945142411236832,1,0.982590233545647,1.00615711252654,1
du-opt,1,12.83,13.36,13.22,12519,14035,14279,44.86,34.53,51.88,0.972573839662447,1.0098452883263,1,0.877599276722999,0.983030808818416,1,0.864687740940632,0.665574402467232,1
du-opt,2,12.21,11.13,11.51,11697,12012,12715,45.2,46.6,47.45,1.05595523581135,0.969624300559552,1,0.920561841591884,0.945142411236832,1,0.952581664910432,0.982086406743941,1
du-opt5,0,0.55,0.51,0.53,61,54,54,24.4,25.11,25.14,1.01307189542484,0.986928104575163,1,1.04545454545455,1,1,0.970564836913285,0.998806682577566,1
du-opt5,1,0.56,0.54,0.55,61,54,54,26.3,25.66,25.39,1.00645161290323,0.993548387096774,1,1.04545454545455,1,1,1.0358408822371,1.0106341079165,1
du-opt5,2,0.52,0.54,0.57,61,54,54,24.07,24.99,26.65,0.968152866242038,0.980891719745223,1,1.04545454545455,1,1,0.903189493433396,0.937711069418386,1
edgecross10-010,0,0.5,0.5,0.5,1,1,1,7,6,8,1,1,1,1,1,1,875,0.75,1
edgecross10-010,1,0.5,0.5,0.5,1,1,1,5,6,6,1,1,1,1,1,1,0.833333333333333,1,1
edgecross10-010,2,0.5,0.5,0.5,1,1,1,5,5,6,1,1,1,1,1,1,0.833333333333333,0.833333333333333,1
edgecross10-020,0,1.63,1.53,1.2,337,313,270,84.05,80.92,62.5,1.19545454545455,1.15,1,1.18108108108108,1.11621621621622,1,1.3448,1.29472,1
edgecross10-020,1,0.77,0.73,0.81,97,109,142,44.69,43.82,47.31,0.977900552486188,0.955801104972375,1,0.814049586776859,0.863636363636364,1,0.944620587613612,0.926231240752484,1
edgecross10-020,2,1.22,1.13,1.14,93,138,135,74.59,70.97,72.1,1.03738317757009,0.995327102803738,1,0.821276595744681,1.01276595744681,1,1.03453536754508,0.984327323162275,1
edgecross10-030,0,1.99,1.96,1.99,650,650,775,115.59,113.47,114.13,1,0.989966555183946,1,0.857142857142857,0.857142857142857,1,1.01279242968545,0.994217120827127,1
edgecross10-030,1,2.6,2.6,2.97,1032,1032,1097,150.64,151.1,173.01,0.906801007556675,0.906801007556675,1,0.945697577276525,0.945697577276525,1,0.870701115542454,0.873359921391827,1
edgecross10-030,2,1.36,1.37,1.65,726,726,730,78.61,79.07,94.89,0.890566037735849,0.894339622641509,1,0.995180722891566,0.995180722891566,1,0.82843292233112,0.833280640741912,1
edgecross10-040,0,6.62,6.66,8.01,1640,1679,1956,297.87,291.52,356.4,0.845726970033296,0.850166481687015,1,0.846303501945525,0.865272373540856,1,0.835774410774411,0.817957351290685,1
edgecross10-040,1,5.97,6.07,6.54,1631,1669,1681,264.32,269.68,284.2,0.924403183023873,0.937665782493369,1,0.971925884334643,0.993262212240314,1,0.930049261083744,0.948909218859958,1
edgecross10-040,2,6.56,6.49,6.88,1814,1814,1749,291.41,287.91,305.34,0.959390862944162,0.950507614213198,1,1.03515413737155,1.03515413737155,1,0.954378725355342,0.942916093535076,1
edgecross10-050,0,23.44,23.88,16.94,4293,4418,3537,828.93,843.63,630.34,1.36231884057971,1.38684503901895,1,1.20786362386582,1.24223260929337,1,1.315052194054,1.33837294158708,1
edgecross10-050,1,30.24,29.27,25.69,5526,5237,4448,1046.59,1016.43,918.71,1.17047583364556,1.1341326339453,1,1.23702726473175,1.17348284960422,1,1.13919517584439,1.10636653568591,1
edgecross10-050,2,49.02,49.89,56.95,13244,13111,17193,1769.94,1841.58,2085.08,0.863157894736842,0.878170836928386,1,0.77164170473602,0.763950731509859,1,0.848859516181633,0.883217910104169,1
edgecross10-060,0,515.82,521.32,517.29,4769,4769,4769,7375.24,7430.48,7387.19,0.997163750024118,1.00777556966177,1,1,1,1,0.998382334825556,1.00586014438508,1
edgecross10-060,1,458.6,458.82,458.7,4881,4881,4881,7028.1,7031.43,7030.96,0.999782466826191,1.00026103980857,1,1,1,1,0.999593227667346,1.00006684720152,1
edgecross10-060,2,467.61,466.86,467.61,5019,5019,5019,6923.96,6916.41,6925.48,1,0.998399521990568,1,1,1,1,0.999780520628173,0.998690343485217,1
edgecross10-070,0,238.13,230.93,236.82,141806,135707,127172,4036.85,4243.35,4417.74,1.00550836767303,0.97523336977546,1,1.11498208561192,1.06706109749199,1,0.913781707388846,0.960525064852164,1
edgecross10-070,1,1095.21,921.7,1333.47,911483,918057,1236422,20504.5,18365.04,25952.79,0.82145720773041,0.691435551192608,1,0.737215350798449,0.74253187569651,1,0.79006919872584,0.707632589790924,1
edgecross10-070,2,140.43,162.65,209.76,90311,95240,138184,2789.53,3216.73,4063.22,0.671047637122794,0.776475612070602,1,0.653806658760233,0.689450695669781,1,0.6865318638912,0.791670153228228,1
edgecross10-080,0,149.8,149.18,148.07,13614,13614,13507,1342.56,1334.41,1299.14,1.0116052861072,1.00744616623063,1,1.00786359961784,1.00786359961784,1,1.03342211001124,1.02714872915929,1
edgecross10-080,1,201.72,196.49,204.81,17410,16415,17820,1707.8,1687.63,1724.99,0.984986152276371,0.959574364705311,1,0.977120535714286,0.921595982142857,1,0.990034724838985,0.978341903431324,1
edgecross10-080,2,186.42,183.29,188.61,14933,16103,16635,1749.72,1684.76,1727.56,0.988449976267074,0.971942408100838,1,0.898296982372274,0.968210337615775,1,1.01282734029498,0.975225173076478,1
edgecross10-090,0,2.71,2.72,3.37,770,770,915,9.67,11.01,11.84,0.848970251716247,0.851258581235698,1,0.857142857142857,0.857142857142857,1,0.816722972972973,0.929898648648649,1
edgecross10-090,1,1.37,1.35,1.43,418,418,488,7.85,7.51,8.08,0.975308641975309,0.967078189300412,1,0.880952380952381,0.880952380952381,1,0.971534653465346,0.929455445544554,1
edgecross10-090,2,1.89,1.85,1.86,296,296,278,8.94,8.55,7.28,1.01048951048951,0.996503496503496,1,1.04761904761905,1.04761904761905,1,1.22802197802198,1.17445054945055,1
edgecross14-019,0,2.04,2.14,2.33,223,225,296,162.75,170.75,185.25,0.912912912912913,0.942942942942943,1,0.815656565656566,0.820707070707071,1,0.878542510121457,0.921727395411606,1
edgecross14-019,1,1.24,1.23,1.16,90,92,129,99.9,98.88,93.25,1.03703703703704,1.03240740740741,1,0.829694323144105,0.838427947598253,1,1.07131367292225,1.06037533512064,1
edgecross14-019,2,1.03,0.98,0.99,103,99,99,84.62,81.29,82.15,1.02010050251256,0.994974874371859,1,1.02010050251256,1,1,1.03006695069994,0.989531345100426,1
edgecross14-039,0,4335.88,4376.16,4341.15,4155,4155,4155,121513.93,122538.31,121649.23,0.998786315534931,1.00806282601937,1,1,1,1,0.998887785808426,1.00730855427527,1
edgecross14-039,1,1932.31,1943.29,1934.04,1944,1944,1944,43857.5,44104.93,43923.79,0.999105961633868,1.0047802629403,1,1,1,1,0.998490795079386,1.00412396106984,1
edgecross14-039,2,1610.02,1597.86,1590.19,1568,1568,1568,43212.74,42862.31,42712.07,1.01246237092993,1.00482029173135,1,1,1,1,1.01172197929063,1.00351750687803,1
edgecross14-058,0,611.12,595.58,581.36,300039,282539,291958,16231.69,15904.94,15867.97,1.05110241087987,1.02441788584381,1,1.02766916160489,0.967749556594923,1,1.02292164656223,1.00232985063622,1
edgecross14-058,1,247.29,338.5,266.06,88497,111627,104794,7475.49,8726.68,7860.92,0.929716168651239,1.27124990638808,1,0.844633630140904,1.06514195282857,1,0.950968843341492,1.1101346916137,1
edgecross14-058,2,1064.61,1221.54,5808.54,607145,690311,4327580,30306.29,33807.21,188669.62,0.18342416094906,0.210436626652024,1,0.140316520629991,0.159533745563443,1,0.160631531456946,0.17918735406368,1
edgecross14-078,0,7200,7200,7200,110534,116040,115521,198716.47,196372.35,195987.06,1,1,1,0.956867697044654,1.004488803937,1,1.01392648065643,1.00196589509532,1
edgecross14-078,1,7200,7200,7200,126203,126657,124591,187406.32,187579.17,189339.36,1,1,1,1.01292795791196,1.01656895846533,1,0.989790606665196,0.990703517747182,1
edgecross14-078,2,7200,7200,7200,117076,114045,122887,196790.48,198555.46,192047.44,1,1,1,0.952751103775196,0.928106222608893,1,1.02469723105916,1.03388756444762,1
edgecross14-098,0,7200,7200,7200,5060707,5182625,5329722,148848.68,145967.9,163892.78,1,1,1,0.949526456981115,0.972401142101931,1,0.908207670893129,0.890630447540154,1
edgecross14-098,1,7200,7200,7200,4716185,4703751,5087295,194731.22,196213.99,189297.67,1,1,1,0.92705303991532,0.924608959988363,1,1.02870373417697,1.0365367413133,1
edgecross14-098,2,7200,7200,7200,4642231,4082296,4287395,155836.99,158609.47,231291.47,1,1,1,1.08276067960429,0.952163442756202,1,0.673768859698976,0.685755812784622,1
edgecross14-117,0,7200,7200,7200,4966488,5179311,5531429,113752.3,107171.35,104421.03,1,1,1,0.897868925571935,0.936343459466632,1,1.08936198005325,1.0263387557085,1
edgecross14-117,1,7200,7200,7200,4566615,4703225,3837290,146050.51,143891.27,182080.06,1,1,1,1.19005756516799,1.22565728268432,1,0.802122483922732,0.790263744420998,1
edgecross14-117,2,7200,7200,7200,4739834,4520159,4336493,141228.27,146971.18,161736.62,1,1,1,1.09300872828047,1.04235260260762,1,0.873199093687008,0.908706884068679,1
edgecross14-137,0,7200,7200,7200,2863847,2893338,2782991,78619.53,79940.26,90022.52,1,1,1,1.02905258936916,1.03964908082416,1,0.873331806308021,0.888002913048868,1
edgecross14-137,1,5717.29,5968.57,7200,1992360,2012254,3193505,54039.48,56747.63,73449.87,0.794096653242605,0.828991806693515,1,0.623890556283573,0.630119880198083,1,0.735732820221465,0.772603545792525,1
edgecross14-137,2,5840.82,7200,7190.64,2630592,3002553,3144912,58094.8,71329.5,66564.47,0.812307067650772,1.00130151119911,1,0.8364648529163,0.954734989882392,1,0.872759897284542,1.07158518651166,1
edgecross14-156,0,7200,7200,7200,18015,10904,13319,123562.54,124369.65,126057.81,1,1,1,1.34995156121917,0.820031298904538,1,0.980205351814378,0.986608049116512,1
edgecross14-156,1,7200,7200,7200,19122,17733,14546,128582.79,127095.99,129102.02,1,1,1,1.31244025672539,1.21760207565206,1,0.995978141937671,0.984461668376684,1
edgecross14-156,2,7200,7200,7200,18613,14344,13894,125890.95,124510,126930.4,1,1,1,1.33721594969273,1.03215663855938,1,0.991810866427585,0.980931282025425,1
edgecross14-176,0,695.11,585.92,743.39,229531,207507,237754,1697.04,1485.25,1841.37,0.935141525275729,0.788457663321646,1,0.965428372026537,0.872833755160729,1,0.921618143013082,0.806600520264803,1
edgecross14-176,1,581.6,635.41,582.89,193451,198674,186746,1475.05,1551.3,1436.75,0.997790679751323,1.0899484491942,1,1.03588516746411,1.06383866927844,1,1.0266573864625,1.07972855402819,1
edgecross14-176,2,689.95,776.32,667.1,241312,255344,213780,1659,1850.09,1670.15,1.03420146684628,1.16347852117946,1,1.12872638862914,1.19433327099308,1,0.993323952938359,1.10773882585397,1
edgecross20-040,0,570.92,587.88,468.62,38435,36835,36563,32737.22,32433,27701.74,1.21783569694647,1.25395000212938,1,1.05105965141969,1.00741892371055,1,1.18177486323964,1.17079288160238,1
edgecross20-040,1,417.69,436.79,421.75,26781,26528,28481,26506.3,27736.65,26120.92,0.990396215257244,1.0355765819042,1,0.940519925824849,0.931667891256429,1,1.01475369167702,1.06185578455889,1
edgecross20-040,2,436.67,424,425.59,31330,29463,30283,27262.69,26855.12,26548.72,1.02597341709839,0.996272767762958,1,1.03446005990192,0.973011223381496,1,1.02689282195149,1.01154104604666,1
edgecross20-080,0,7200,7200,7200,661824,577911,632342,465329.2,489617.86,472460.74,1,1,1,1.04661613238842,0.913935190894975,1,0.984905539452866,1.03631438243948,1
edgecross20-080,1,7200,7200,7200,603343,675997,517874,471507.44,479329.76,470171.82,1,1,1,1.16500635167016,1.30527207929356,1,1.0028407061912,1.01947785811578,1
edgecross20-080,2,7200,7200,7200,492198,558791,519766,484222.24,483305.2,507024.84,1,1,1,0.946970950206399,1.07506742122008,1,0.955026661021184,0.953217992238802,1
edgecross22-048,0,2401.56,2597.1,3191.29,133871,130458,193582,94194.98,113366.47,148054.01,0.752613327736515,0.813867161191496,1,0.691705992296651,0.674084323788478,1,0.63622039011304,0.765710229665512,1
edgecross22-048,1,3866.43,4590.45,3983.46,238102,249908,279043,172831.34,211603.18,171151.73,0.970628391300201,1.15233933832941,1,0.853333237802847,0.895626972555285,1,1.00981357302085,1.23634847278494,1
edgecross22-048,2,2794.83,2193.31,2527.53,173577,151084,142483,129801.34,102297.01,117108.68,1.10571359643746,0.867820433216137,1,1.21807648878197,1.06032275937524,1,1.10838359718511,0.873522013910497,1
edgecross22-096,0,7200,7200,7200,253141,254192,270582,560120.84,571501.78,575491.5,1,1,1,0.935566458057795,0.939449243023178,1,0.973291247568383,0.993067282488099,1
edgecross22-096,1,7200,7200,7200,258248,265002,241083,541382.48,528286.95,541922.9,1,1,1,1.07117002442129,1.09917365651808,1,0.999002773272729,0.974837841323922,1
edgecross22-096,2,7200,7200,7200,245555,245271,241073,538966.93,568955.04,600599.93,1,1,1,1.01858416986976,1.01740659194852,1,0.897380940420689,0.94731119932032,1
edgecross24-057,0,7200,7200,7200,435863,397634,327021,477831.75,513184.19,536339.52,1,1,1,1.33272703372758,1.2158620204756,1,0.890912812093355,0.956827104592255,1
edgecross24-057,1,7200,7200,7200,279412,309095,274972,581200.22,563313.96,565046.18,1,1,1,1.01614122847836,1.12405115751512,1,1.02858888454038,0.996934374461216,1
edgecross24-057,2,7200,7200,7200,335724,309571,328704,565905.8,551372.76,569022.4,1,1,1,1.02135010522986,0.941810318609263,1,0.994522886972464,0.968982521601962,1
edgecross24-115,0,7200,7200,7200,121231,123969,174152,633544.68,634100.92,639869.55,1,1,1,0.696296168767073,0.712009044372518,1,0.990115375860595,0.99098467804883,1
edgecross24-115,1,7200,7200,7200,120339,121527,159553,621708.93,625333.41,626654.18,1,1,1,0.754379811215574,0.761820949183542,1,0.992108486374415,0.997892346301751,1
edgecross24-115,2,7200,7200,7200,145198,131567,113497,613458.8,611160.28,616758.59,1,1,1,1.27906546827821,1.15907110222981,1,0.994649786718009,0.990923012519372,1
eg_all_s,0,7200,7200,7200,1,1,1,720001,720000,720000,1,1,1,1,1,1,1.00000138888889,1,1
eg_all_s,1,7200,7200,7200,1,1,1,720001,720001,720007,1,1,1,1,1,1,0.999991666747684,0.999991666747684,1
eg_all_s,2,7200,7200,7200,1,1,1,720681,720616,720273,1,1,1,1,1,1,1.00056645188699,1.00047620832657,1
eg_disc2_s,0,7200,7200,7200,1,1,1,731667,729056,728244,1,1,1,1,1,1,1.00470034768567,1.00111501090294,1
eg_disc2_s,1,7200,7200,7200,1,1,1,720004,720004,720004,1,1,1,1,1,1,1,1,1
eg_disc2_s,2,7200,7200,7200,1,1,1,720004,720005,720004,1,1,1,1,1,1,1,1.00000138888117,1
eg_disc_s,0,7200,7200,7200,1,1,1,720003,720004,720005,1,1,1,1,1,1,0.999997222241512,0.999998611120756,1
eg_disc_s,1,7200,7200,7200,1,1,1,722304,722861,720267,1,1,1,1,1,1,1.00282811790628,1.00360144224295,1
eg_disc_s,2,7200,7200,7200,1,1,1,720004,720003,720002,1,1,1,1,1,1,1.00000277777006,1.00000138888503,1
eg_int_s,0,7200,7200,7200,1,1,1,720107,721915,720103,1,1,1,1,1,1,1.00000555476092,1.00251630669501,1
eg_int_s,1,7200,7200,7200,1,1,1,720069,720109,720395,1,1,1,1,1,1,0.999547470484942,0.999602995578814,1
eg_int_s,2,7200,7200,7200,1,1,1,720001,720001,720001,1,1,1,1,1,1,1,1,1
elf,0,0.89,0.88,0.91,256,256,278,88.38,87.99,89.56,0.989528795811518,0.984293193717277,1,0.941798941798942,0.941798941798942,1,0.986824475212148,0.982469852612774,1
elf,1,0.81,0.91,0.84,275,321,275,78.68,90.76,83.24,0.983695652173913,1.03804347826087,1,1,1.12266666666667,1,0.945218644882268,1.09034118212398,1
elf,2,0.5,0.5,0.5,194,298,275,36.48,45.46,43.66,1,1,1,784,1.06133333333333,1,0.835547411818598,1.04122766834631,1
eniplac,0,2.02,2.03,1.97,34,34,34,18.91,19.2,19,1.01683501683502,1.02020202020202,1,1,1,1,0.995263157894737,1.01052631578947,1
eniplac,1,3.81,3.85,3.84,3,3,3,5.13,3.3,4.98,0.993801652892562,1.00206611570248,1,1,1,1,1.03012048192771,0.662650602409638,1
eniplac,2,2.15,2.11,2.05,3,3,3,5.07,3.3,4.19,1.0327868852459,1.01967213114754,1,1,1,1,1.21002386634845,0.787589498806682,1
enpro48pb,0,2.98,2.83,2.83,13,13,9,11.41,9.63,10.83,1.03916449086162,1,1,1.03669724770642,1.03669724770642,1,1.05355493998153,0.889196675900277,1
enpro48pb,1,2.73,2.72,3.06,34,36,60,10.5,9.88,12.01,0.91871921182266,0.916256157635468,1,0.8375,0.85,1,0.874271440466278,0.822647793505412,1
enpro48pb,2,2.07,2.08,2.57,37,33,88,9.19,8.3,10.49,0.859943977591036,0.862745098039216,1,0.728723404255319,0.707446808510638,1,0.876072449952335,0.791229742612012,1
enpro56pb,0,6.26,7.25,6.81,105,218,180,60.43,70.85,62.37,0.929577464788732,1.05633802816901,1,0.732142857142857,1.13571428571429,1,0.968895302228636,1.13596280262947,1
enpro56pb,1,5.75,5.8,5.82,164,124,166,55.76,57.34,56.54,0.989736070381232,0.997067448680352,1,0.992481203007519,0.842105263157895,1,0.986204457021577,1.01414927484966,1
enpro56pb,2,6.4,6.26,6.6,67,59,74,57.89,56.14,58.72,0.973684210526316,0.955263157894737,1,0.959770114942529,0.913793103448276,1,0.985865122615804,0.956062670299728,1
ethanolh,0,7200,7200,7200,1075823,1066915,1079145,462077.1,462204,461978.75,1,1,1,0.996921922269735,0.98866800402133,1,1.00021288857983,1.00048757653896,1
ethanolh,1,7200,7200,7200,1499001,1455524,1460444,12746.81,75489.64,75471.95,1,1,1,1.02639906774462,0.99663139213882,1,0.168894668814043,1.00023439171772,1
ethanolh,2,7200,7200,7200,821,821,821,553966.84,553966.83,553967.61,1,1,1,1,1,1,0.999998610027038,0.99999859197544,1
ethanolm,0,7200,7200,7200,1476056,1512163,1505181,265560.47,291729.69,292553.3,1,1,1,0.980651453117391,1.00463833662951,1,0.907733633495161,0.997184752316928,1
ethanolm,1,7200,7200,7200,1683874,1696997,1697463,129730.24,116145.23,116127.39,1,1,1,0.991994995178382,0.99972548883311,1,1.11713730929456,1.00015362439473,1
ethanolm,2,7200,7200,7200,1741282,1731681,1744785,272741.63,279549.78,279570.06,1,1,1,0.997992417838425,0.992490049487502,1,0.97557524578991,0.999927460043468,1
ex1221,0,0.5,0.5,0.5,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0
