ProblemName,Permutation,T_lp-bb,T_lp-bb-local-dual-proofs,T_lp-bb-no-lp,N_lp-bb,N_lp-bb-local-dual-proofs,N_lp-bb-no-lp,DI_lp-bb,DI_lp-bb-local-dual-proofs,DI_lp-bb-no-lp,TQ+1_lp-bb,TQ+1_lp-bb-local-dual-proofs,TQ+1_lp-bb-no-lp,NQ+100_lp-bb,NQ+100_lp-bb-local-dual-proofs,NQ+100_lp-bb-no-lp,DIQ_lp-bb,DIQ_lp-bb-local-dual-proofs,DIQ_lp-bb-no-lp
ball_mk4_05,0,0.86,0.84,0.96,1007,1007,1913,720000,720000,720000,0.948979591836734,0.938775510204082,1,0.549925484351714,0.549925484351714,1,1,1,1
ball_mk4_05,1,0.85,0.87,0.96,1007,1007,1913,720000,720000,720000,0.943877551020408,0.954081632653061,1,0.549925484351714,0.549925484351714,1,1,1,1
ball_mk4_05,2,0.85,0.87,0.92,1007,1007,1913,720000,720000,720000,0.963541666666667,0.973958333333333,1,0.549925484351714,0.549925484351714,1,1,1,1
ball_mk4_10,0,576.78,575.16,1170.38,1177625,1177625,2099707,720000,720000,720000,0.493247280984821,0.491864296812307,1,0.560872975468698,0.560872975468698,1,1,1,1
ball_mk4_10,1,577.94,576.1,1171,1177625,1177625,2099707,720000,720000,720000,0.493976109215017,0.49240614334471,1,0.560872975468698,0.560872975468698,1,1,1,1
ball_mk4_10,2,574.79,578.51,1169.01,1177625,1177625,2099707,720000,720000,720000,0.49212399894018,0.495303458944795,1,0.560872975468698,0.560872975468698,1,1,1,1
ball_mk4_15,0,7200,7200,7200,3459469,3434403,3175514,720000,720000,720000,1,1,1,1.08941735362043,1.08152407691867,1,1,1,1
ball_mk4_15,1,7200,7200,7200,3466224,3366925,3107824,720000,720000,720000,1,1,1,1.1153181351925,1.08336786871236,1,1,1,1
ball_mk4_15,2,7200,7200,7200,3440102,3408485,3145049,720000,720000,720000,1,1,1,1.0938120896657,1.08375946576776,1,1,1,1
batch,0,1.11,1.08,1.06,2,2,2,4.86,4.86,4.07,1.02427184466019,1.00970873786408,1,1,1,1,1.19410319410319,1.19410319410319,1
batch,1,0.5,0.5,0.5,2,2,2,1.45,2.2,1.19,1,1,1,1,1,1,1.21848739495798,1.84873949579832,1
batch,2,0.76,0.76,0.76,2,2,2,4.32,5,5.3,1,1,1,1,1,1,0.815094339622642,0.943396226415094,1
batch0812,0,0.78,0.79,0.78,3,3,3,2.37,2.34,2.32,1,1.00561797752809,1,1,1,1,1.02155172413793,1.00862068965517,1
